"Timestamp","How many SQL servers does your company manage?","How many SQL Server databases does your company manage?","What's your total SQL Server database volume?","What's your biggest SQL Server database?","How many SQL Server DBAs does your company employ?","What versions of SQL are you using?","Which of these features are you using?","What do you use for backups?","How are you testing your SQL Server backups?","What SQL Server HA/DR tools/features do you use?","What's your biggest worry or pain for your SQL Server backups? (i.e. having enough space, getting done within backup window, having access in an emergency)"
"2018/02/01 12:52:31 PM MST","10-25","101-500","0-10TB","0-1TB","2-5","SQL 2014;SQL 2016","Transparent Data Encryption (TDE)","Community Scripts (Ola Hallengren, Minion Backup, etc)","Restore to another system and run DBCC","Availability Groups","password for certificate backups is not saved"
"2018/02/01 1:01:27 PM MST","50-100","501-2000","10TB-25TB","1TB-5TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Column Store Index","Community Scripts (Ola Hallengren, Minion Backup, etc);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification","Failover Cluster Instance;Availability Groups;Database Mirroring",""
"2018/02/01 1:01:40 PM MST","1-10","26-100","0-10TB","1TB-5TB","1","SQL 2012;SQL 2016","Change Data Capture;Column Store Index;Transparent Data Encryption (TDE)","Community Scripts (Ola Hallengren, Minion Backup, etc);Vendor Supplied Software Tool (Idera SQL Safe, Red Gate Backup, etc.)","Backup job verification","Availability Groups","Not having an automated way of doing restores"
"2018/02/01 1:09:27 PM MST","100+","2001+","50TB+","1TB-5TB","6-10","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Compression - Page or Row;Filestream","Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts;Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","No verification/testing;Backup job verification","Failover Cluster Instance;Availability Groups;Database Mirroring","Enterprise Backup -Agents, -Tools, - flexibility (no native Restore from Secondary Storage, lack of new features, VLDB speed, multi db parallel backup). Firewall-mistakes"
"2018/02/01 1:10:36 PM MST","10-25","101-500","10TB-25TB","1TB-5TB","1","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Compression - Page or Row","“Roll Your Own” / Internally developed scripts","Restore to another system and run DBCC","Failover Cluster Instance","Disk2Disk2Tape topology and the tape software being old and old and stuff :)"
"2018/02/01 1:12:34 PM MST","10-25","101-500","0-10TB","0-1TB","1","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2016","","Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification;Restore to another system and run DBCC","Failover Cluster Instance","Training DR staff on the intricacies of transactional data, and how it is different from file system data."
"2018/02/01 1:14:18 PM MST","1-10","26-100","0-10TB","0-1TB","2-5","SQL 2012","","Maintenance Plans","Backup job verification","Log Shipping","None"
"2018/02/01 1:15:35 PM MST","1-10","1-25","0-10TB","0-1TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Filestream","Maintenance Plans","No verification/testing","Availability Groups",""
"2018/02/01 1:17:10 PM MST","10-25","26-100","0-10TB","0-1TB","2-5","SQL 2012;SQL 2014","Filestream;Transparent Data Encryption (TDE)","Maintenance Plans;“Roll Your Own” / Internally developed scripts","Backup job verification;Restore to another system and run DBCC","Log Shipping;Database Mirroring","Access in emergency"
"2018/02/01 1:25:36 PM MST","10-25","26-100","0-10TB","0-1TB","1","SQL 2000 / SQL 2005;SQL 2012;SQL 2014","","Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification","Database Mirroring",""
"2018/02/01 1:36:41 PM MST","100+","501-2000","25TB-50TB","1TB-5TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","","Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts","Restore to another system and run DBCC","Failover Cluster Instance;Log Shipping;Database Mirroring","Backup placed in a single place"
"2018/02/01 1:37:16 PM MST","100+","2001+","25TB-50TB","1TB-5TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Change Data Capture;Column Store Index;Compression - Page or Row","“Roll Your Own” / Internally developed scripts;Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Restore to another system and run DBCC","Availability Groups;Database Mirroring","Vmware queising, redirected restores, growth"
"2018/02/01 1:51:58 PM MST","100+","101-500","50TB+","5TB-10TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Compression - Page or Row;Filestream;Transparent Data Encryption (TDE)","Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups","third party product"
"2018/02/01 1:58:37 PM MST","100+","2001+","50TB+","Over 10TB","6-10","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016;SQL 2017","Compression - Page or Row","Community Scripts (Ola Hallengren, Minion Backup, etc)","Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups",""
"2018/02/01 2:00:18 PM MST","1-10","1-25","0-10TB","0-1TB","1","SQL 2008 / SQL 2008 R2","","Maintenance Plans","Backup job verification","",""
"2018/02/01 2:06:04 PM MST","1-10","26-100","10TB-25TB","1TB-5TB","1","SQL 2016","Column Store Index;Compression - Page or Row;In Memory OLTP","Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification;Restore to another system and run DBCC","Availability Groups;Log Shipping","Having enough space "
"2018/02/01 2:06:13 PM MST","1-10","26-100","10TB-25TB","1TB-5TB","1","SQL 2016","Column Store Index;Compression - Page or Row;In Memory OLTP","Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification;Restore to another system and run DBCC","Availability Groups;Log Shipping","Having enough space "
"2018/02/01 2:11:13 PM MST","25-50","101-500","10TB-25TB","1TB-5TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2016","Compression - Page or Row;Filestream","Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Restore to another system and run DBCC","Failover Cluster Instance","Space is our major problem."
"2018/02/01 2:15:12 PM MST","100+","501-2000","50TB+","5TB-10TB","6-10","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2016","Change Data Capture;Column Store Index;Filestream;Transparent Data Encryption (TDE)","Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts","Backup job verification","Failover Cluster Instance;Availability Groups;Log Shipping","network bandwidth bottlenecks on full backups of VLDBs.."
"2018/02/01 2:27:30 PM MST","100+","2001+","50TB+","1TB-5TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Compression - Page or Row;Filestream","Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts","Backup job verification;Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups;Log Shipping","Getting done within window"
"2018/02/01 2:29:36 PM MST","100+","501-2000","25TB-50TB","1TB-5TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016;SQL 2017","Compression - Page or Row;In Memory OLTP;Transparent Data Encryption (TDE)","“Roll Your Own” / Internally developed scripts;Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification","Failover Cluster Instance;Availability Groups;Log Shipping","Lack of time for restore testing"
"2018/02/01 2:42:47 PM MST","1-10","1-25","0-10TB","0-1TB","1","SQL 2016","","Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Restore to another system and run DBCC","",""
"2018/02/01 2:54:37 PM MST","100+","2001+","50TB+","5TB-10TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Change Data Capture","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification;Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups;Log Shipping;Database Mirroring",""
"2018/02/01 2:56:03 PM MST","10-25","101-500","10TB-25TB","1TB-5TB","2-5","SQL 2016;SQL 2017","Column Store Index","Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification","Availability Groups",""
"2018/02/01 3:06:26 PM MST","1-10","1-25","0-10TB","0-1TB","2-5","SQL 2016","Filestream","Vendor Supplied Software Tool (Idera SQL Safe, Red Gate Backup, etc.)","Backup job verification","",""
"2018/02/01 3:07:20 PM MST","10-25","26-100","0-10TB","1TB-5TB","1","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2016","","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification","",""
"2018/02/01 3:23:20 PM MST","50-100","501-2000","10TB-25TB","0-1TB","1","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Compression - Page or Row;Transparent Data Encryption (TDE)","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification;Restore to another system and run DBCC","","Copied to backup compression device in time"
"2018/02/01 3:30:25 PM MST","1-10","1-25","0-10TB","0-1TB","1","SQL 2012;SQL 2016","","Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification;Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups",""
"2018/02/01 3:31:26 PM MST","10-25","501-2000","10TB-25TB","1TB-5TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Compression - Page or Row","Community Scripts (Ola Hallengren, Minion Backup, etc)","No verification/testing","","Are backups valid."
"2018/02/01 4:11:29 PM MST","100+","501-2000","50TB+","Over 10TB","11+","SQL 2014;SQL 2016;SQL 2017","Change Data Capture;Compression - Page or Row","Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts","Backup job verification;Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups","Time"
"2018/02/01 4:15:22 PM MST","100+","101-500","50TB+","1TB-5TB","6-10","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Compression - Page or Row","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification","Failover Cluster Instance;Availability Groups;Log Shipping;Database Mirroring","Job fails due to space crunch..."
"2018/02/01 4:19:03 PM MST","10-25","26-100","10TB-25TB","0-1TB","1","SQL 2008 / SQL 2008 R2;SQL 2014;SQL 2016","Compression - Page or Row;Transparent Data Encryption (TDE)","Community Scripts (Ola Hallengren, Minion Backup, etc)","Restore to another system and run DBCC","Failover Cluster Instance","Disk space on the backup drive"
"2018/02/01 4:27:59 PM MST","100+","2001+","50TB+","Over 10TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","","Maintenance Plans;Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","No verification/testing;Backup job verification","Failover Cluster Instance;Database Mirroring","Disk space ."
"2018/02/01 4:35:48 PM MST","25-50","101-500","10TB-25TB","0-1TB","1","SQL 2008 / SQL 2008 R2;SQL 2014;SQL 2016;SQL 2017","Transparent Data Encryption (TDE)","Community Scripts (Ola Hallengren, Minion Backup, etc)","Restore to another system and run DBCC","Availability Groups;Log Shipping","Adequate space"
"2018/02/01 4:46:00 PM MST","50-100","101-500","10TB-25TB","5TB-10TB","1","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Compression - Page or Row","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","No verification/testing;Backup job verification","Failover Cluster Instance;Availability Groups;Log Shipping;Database Mirroring","Restore times and having access in an emergency"
"2018/02/01 4:47:44 PM MST","25-50","501-2000","50TB+","1TB-5TB","2-5","SQL 2014","Column Store Index;Compression - Page or Row","Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification","",""
"2018/02/01 4:55:41 PM MST","100+","2001+","10TB-25TB","1TB-5TB","1","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014","Column Store Index;Compression - Page or Row;Filestream","“Roll Your Own” / Internally developed scripts;Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification;Restore to another system and run DBCC","Database Mirroring","I worry that some database get backup error and the monitoration does not alert. And backup corruption."
"2018/02/01 4:58:57 PM MST","25-50","501-2000","10TB-25TB","0-1TB","1","SQL 2008 / SQL 2008 R2;SQL 2014;SQL 2016","Compression - Page or Row;Filestream","Community Scripts (Ola Hallengren, Minion Backup, etc);Vendor Supplied Software Tool (Idera SQL Safe, Red Gate Backup, etc.)","Backup job verification","Failover Cluster Instance;Availability Groups","Having emergency access"
"2018/02/01 5:14:20 PM MST","50-100","101-500","10TB-25TB","1TB-5TB","1","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014","","Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Restore to another system and run DBCC","Failover Cluster Instance;Database Mirroring","having access in an emergency"
"2018/02/01 5:39:05 PM MST","25-50","26-100","0-10TB","0-1TB","1","SQL 2008 / SQL 2008 R2","","Community Scripts (Ola Hallengren, Minion Backup, etc)","Restore to another system and run DBCC","Third party DR tool (Double Take, SIOS, etc.)","having access in an emergency"
"2018/02/01 5:51:00 PM MST","25-50","2001+","10TB-25TB","1TB-5TB","1","SQL 2008 / SQL 2008 R2;SQL 2014;SQL 2016","In Memory OLTP;Transparent Data Encryption (TDE)","Vendor Supplied Software Tool (Idera SQL Safe, Red Gate Backup, etc.)","Backup job verification;Restore to another system and run DBCC","Database Mirroring","Duration and speed on NasBox, log backup over full backup, random failures"
"2018/02/01 5:53:55 PM MST","10-25","101-500","0-10TB","0-1TB","1","SQL 2008 / SQL 2008 R2;SQL 2012","","Community Scripts (Ola Hallengren, Minion Backup, etc)","No verification/testing","","No HA solution"
"2018/02/01 6:05:48 PM MST","50-100","101-500","10TB-25TB","1TB-5TB","6-10","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Filestream;In Memory OLTP","Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification;Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups;Log Shipping","Taking backups and getting them moved off site in a timely manner using file transfer tools"
"2018/02/01 6:14:44 PM MST","100+","501-2000","50TB+","1TB-5TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Column Store Index;In Memory OLTP","Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification;Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups;Database Mirroring","Not having control of the final resting place for backups."
"2018/02/01 6:25:43 PM MST","100+","501-2000","50TB+","1TB-5TB","6-10","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014","Change Data Capture","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification","Failover Cluster Instance;Availability Groups;Log Shipping",""
"2018/02/01 6:26:44 PM MST","1-10","1-25","0-10TB","0-1TB","1","SQL 2008 / SQL 2008 R2;SQL 2016","","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc)","No verification/testing","Log Shipping",""
"2018/02/01 6:53:46 PM MST","10-25","101-500","10TB-25TB","1TB-5TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2014;SQL 2016","Transparent Data Encryption (TDE)","Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification;Restore to another system and run DBCC","Failover Cluster Instance","Space and time"
"2018/02/01 7:01:25 PM MST","1-10","1-25","0-10TB","0-1TB","1","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2016","","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification","",""
"2018/02/01 7:08:30 PM MST","10-25","101-500","0-10TB","0-1TB","2-5","SQL 2012;SQL 2014;SQL 2016","","Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification","Availability Groups;Database Mirroring","Verifying the backup"
"2018/02/01 7:23:50 PM MST","10-25","26-100","0-10TB","0-1TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2016","","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc)","Restore to another system and run DBCC","Availability Groups",""
"2018/02/01 7:27:41 PM MST","1-10","26-100","0-10TB","0-1TB","1","SQL 2012;SQL 2014","Filestream","Maintenance Plans","No verification/testing","",""
"2018/02/01 7:59:41 PM MST","1-10","1-25","0-10TB","0-1TB","1","SQL 2012;SQL 2014","Change Data Capture","Community Scripts (Ola Hallengren, Minion Backup, etc);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification","",""
"2018/02/01 9:13:07 PM MST","1-10","1-25","0-10TB","0-1TB","1","SQL 2000 / SQL 2005","","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts;Vendor Supplied Software Tool (Idera SQL Safe, Red Gate Backup, etc.)","Backup job verification;Restore to another system and run DBCC","Log Shipping;Database Mirroring","getting done within backup window"
"2018/02/01 9:24:15 PM MST","25-50","101-500","10TB-25TB","0-1TB","1","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014","Column Store Index;Compression - Page or Row","Community Scripts (Ola Hallengren, Minion Backup, etc);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Restore to another system and run DBCC","","none"
"2018/02/01 9:32:45 PM MST","100+","101-500","10TB-25TB","0-1TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2014;SQL 2016;SQL 2017","","Maintenance Plans;“Roll Your Own” / Internally developed scripts","Backup job verification","","Not testing the backups. No DR plan."
"2018/02/01 10:08:58 PM MST","10-25","101-500","25TB-50TB","1TB-5TB","1","SQL 2012;SQL 2014;SQL 2016","","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification","","No testing of backups (by restoring/DBCC), no HA/DR plan for SQL Servers (totally dependent on the VM installation)"
"2018/02/01 10:27:32 PM MST","25-50","501-2000","0-10TB","0-1TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Filestream","“Roll Your Own” / Internally developed scripts;Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","No verification/testing","","Change management "
"2018/02/01 10:35:27 PM MST","100+","2001+","50TB+","Over 10TB","11+","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016;SQL 2017","In Memory OLTP;Transparent Data Encryption (TDE)","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification","Failover Cluster Instance;Availability Groups;Log Shipping;Database Mirroring","Getting the backups Done before business resumes"
"2018/02/01 10:44:18 PM MST","100+","2001+","50TB+","0-1TB","11+","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Column Store Index;Compression - Page or Row;In Memory OLTP;Transparent Data Encryption (TDE)","“Roll Your Own” / Internally developed scripts;Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification","Failover Cluster Instance;Availability Groups","Communication failure while taking them on tape."
"2018/02/01 10:57:48 PM MST","100+","2001+","25TB-50TB","5TB-10TB","6-10","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Column Store Index;Compression - Page or Row;Transparent Data Encryption (TDE)","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts","Restore to another system and run DBCC","Availability Groups;Database Mirroring",""
"2018/02/01 11:06:39 PM MST","1-10","26-100","0-10TB","0-1TB","1","SQL 2012","Transparent Data Encryption (TDE)","Community Scripts (Ola Hallengren, Minion Backup, etc)","No verification/testing","Availability Groups",""
"2018/02/01 11:13:50 PM MST","10-25","26-100","0-10TB","0-1TB","1","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification","Failover Cluster Instance",""
"2018/02/01 11:20:47 PM MST","1-10","26-100","10TB-25TB","1TB-5TB","1","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2016","Column Store Index;Compression - Page or Row;Transparent Data Encryption (TDE)","Community Scripts (Ola Hallengren, Minion Backup, etc);Vendor Supplied Software Tool (Idera SQL Safe, Red Gate Backup, etc.)","Backup job verification;Restore to another system and run DBCC","",""
"2018/02/01 11:48:58 PM MST","100+","101-500","50TB+","1TB-5TB","1","SQL 2014;SQL 2016;SQL 2017","Change Data Capture;Column Store Index;Compression - Page or Row;In Memory OLTP;Transparent Data Encryption (TDE)","Vendor Supplied Software Tool (Idera SQL Safe, Red Gate Backup, etc.)","No verification/testing;Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups;Log Shipping;Database Mirroring","NETWORK ISSUE"
"2018/02/02 12:16:16 AM MST","25-50","101-500","10TB-25TB","1TB-5TB","1","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Column Store Index;Compression - Page or Row;Filestream;In Memory OLTP","Community Scripts (Ola Hallengren, Minion Backup, etc);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification;Restore to another system and run DBCC","",""
"2018/02/02 12:31:00 AM MST","100+","2001+","50TB+","1TB-5TB","11+","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016;SQL 2017","Change Data Capture;Column Store Index;Compression - Page or Row;In Memory OLTP;Transparent Data Encryption (TDE)","“Roll Your Own” / Internally developed scripts;Vendor Supplied Software Tool (Idera SQL Safe, Red Gate Backup, etc.)","Backup job verification","Failover Cluster Instance;Availability Groups;Log Shipping;Database Mirroring","Having access in emergency for sure."
"2018/02/02 1:05:40 AM MST","1-10","26-100","0-10TB","0-1TB","1","SQL 2000 / SQL 2005;SQL 2017","","Maintenance Plans","Restore to another system and run DBCC","Failover Cluster Instance","what if fails to restore business data"
"2018/02/02 1:11:18 AM MST","100+","2001+","50TB+","Over 10TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2014;SQL 2016","","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Restore to another system and run DBCC","Failover Cluster Instance;Log Shipping","Restore time in an emergency"
"2018/02/02 1:13:27 AM MST","100+","501-2000","25TB-50TB","Over 10TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Compression - Page or Row;In Memory OLTP;Transparent Data Encryption (TDE)","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification;Restore to another system and run DBCC","Failover Cluster Instance;Log Shipping;Database Mirroring",""
"2018/02/02 1:36:20 AM MST","100+","2001+","50TB+","Over 10TB","11+","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014","Compression - Page or Row","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts;Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification;Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups;Log Shipping;Database Mirroring","Space and security"
"2018/02/02 2:24:16 AM MST","1-10","26-100","10TB-25TB","1TB-5TB","1","SQL 2012","","“Roll Your Own” / Internally developed scripts","No verification/testing","","No environment available to test the backups"
"2018/02/02 2:44:16 AM MST","50-100","101-500","25TB-50TB","1TB-5TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016;SQL 2017","","Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts","Restore to another system and run DBCC","Availability Groups;Log Shipping;Database Mirroring","Storage "
"2018/02/02 2:49:09 AM MST","100+","2001+","50TB+","1TB-5TB","6-10","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Filestream","Community Scripts (Ola Hallengren, Minion Backup, etc);Vendor Supplied Software Tool (Idera SQL Safe, Red Gate Backup, etc.)","Backup job verification","Failover Cluster Instance;Availability Groups;Log Shipping;Database Mirroring","Space and time "
"2018/02/02 2:49:56 AM MST","1-10","26-100","10TB-25TB","Over 10TB","1","SQL 2016;SQL 2017","Change Data Capture;Column Store Index;Compression - Page or Row","Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts","Backup job verification;Restore to another system and run DBCC","Availability Groups;Log Shipping","Size is growing to big data"
"2018/02/02 2:54:10 AM MST","100+","2001+","50TB+","1TB-5TB","11+","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","","Vendor Supplied Software Tool (Idera SQL Safe, Red Gate Backup, etc.)","Backup job verification;Restore to another system and run DBCC","Availability Groups;Database Mirroring","Vendor tool fail sometimes"
"2018/02/02 2:55:53 AM MST","50-100","101-500","0-10TB","1TB-5TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Filestream","Maintenance Plans","Backup job verification","Failover Cluster Instance;Log Shipping","That all DB are actually backed"
"2018/02/02 3:31:16 AM MST","50-100","101-500","0-10TB","0-1TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Filestream","Maintenance Plans;Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification","Log Shipping;Database Mirroring","Space, mix of environenments (Azure, on-prem) "
"2018/02/02 3:50:45 AM MST","10-25","26-100","0-10TB","1TB-5TB","2-5","SQL 2014","","Vendor Supplied Software Tool (Idera SQL Safe, Red Gate Backup, etc.)","Backup job verification","Third party DR tool (Double Take, SIOS, etc.)","Having enough space"
"2018/02/02 3:57:02 AM MST","100+","2001+","50TB+","Over 10TB","11+","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Change Data Capture;Column Store Index;Compression - Page or Row","“Roll Your Own” / Internally developed scripts","Backup job verification","Failover Cluster Instance;Database Mirroring",""
"2018/02/02 4:02:18 AM MST","25-50","26-100","0-10TB","0-1TB","1","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","","Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification;Restore to another system and run DBCC","",""
"2018/02/02 4:02:34 AM MST","1-10","101-500","0-10TB","0-1TB","6-10","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016;SQL 2017","Change Data Capture;Compression - Page or Row;Filestream;In Memory OLTP","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts","No verification/testing","Failover Cluster Instance;Database Mirroring","Having access in an emergency "
"2018/02/02 4:04:43 AM MST","100+","501-2000","10TB-25TB","1TB-5TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014","","Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification","Availability Groups",""
"2018/02/02 4:10:35 AM MST","25-50","101-500","10TB-25TB","0-1TB","6-10","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014","","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts","Backup job verification","Failover Cluster Instance;Availability Groups;Database Mirroring",""
